"eventID","fieldNumber"
"7889e1ad-bfa9-4555-9b32-380e65daef9d","NTNU-VM_HK_2019_NVE:vatnLnr:33540"
"745beb65-d199-47d4-b82c-16e00c46b5a0","NTNU-VM_HK_2019_NVE:vatnLnr:162"
"b95e0eee-2b12-4c8f-aded-6fcc6ffe6e9c","NTNU-VM_HK_2019_NVE:vatnLnr:33416"
"ab973c3a-a254-4334-9d42-1dbc268f56a2","NTNU-VM_HK_2019_NVE:vatnLnr:33652"
"838a9378-cd5b-43d2-99d6-fa150b31d669","NTNU-VM_HK_2019_NVE:vatnLnr:33623"
"0f9e89c8-8005-4158-a67a-f3b528e9d6a4","NTNU-VM_HK_2019_NVE:vatnLnr:33538"
"c307301b-cfcf-4095-b999-745c4a51f7e5","NTNU-VM_HK_2019_NVE:vatnLnr:33492"
"31f5f9e3-0738-4db2-932b-f124a00aa1a4","NTNU-VM_HK_2019_NVE:vatnLnr:33502"
"21117a5d-e6a5-4cc5-83ce-4673b026aba4","NTNU-VM_HK_2019_NVE:vatnLnr:33503"
"53111c8a-e6da-4da9-80ee-5237142899d8","NTNU-VM_HK_2019_NVE:vatnLnr:33663"
"9911338e-6437-4d37-8657-eced0c0a1101","NTNU-VM_HK_2019_NVE:vatnLnr:1351"
"72ada73b-a11d-4dce-997f-be6a287fce80","NTNU-VM_HK_2019_NVE:vatnLnr:33612"
"1be37928-3250-4185-80dd-a8a041ab13fa","NTNU-VM_HK_2019_NVE:vatnLnr:33602"
"6c0c5f22-0c92-4393-99bf-55c5c1572d5f","NTNU-VM_HK_2019_NVE:vatnLnr:33611"
"61481b08-eef8-4427-ace1-baa8c95c0723","NTNU-VM_HK_2019_NVE:vatnLnr:33688"
"007e1bb8-46df-465f-ab8d-28f3b229f06f","NTNU-VM_HK_2019_NVE:vatnLnr:3654"
"b9434381-6cbd-492b-8bbb-233d5a4a77e8","NTNU-VM_HK_2019_NVE:vatnLnr:4377"
"70785b89-d097-4965-9280-49c82dc559c2","NTNU-VM_HK_2019_NVE:vatnLnr:152"
"7225b4a3-e7d8-4dbf-9bff-a7c1c552e6da","NTNU-VM_HK_2019_NVE:vatnLnr:5858"
"621c1782-f0dd-497e-8954-e7a1e2abedb2","NTNU-VM_HK_2019_NVE:vatnLnr:294"
"2cd7e8ed-9d01-44ab-8201-d5976fceefd3","NTNU-VM_HK_2019_NVE:vatnLnr:3381"
"282844b8-a4e3-468a-8d81-e8b8e8e253a5","NTNU-VM_HK_2019_NVE:vatnLnr:64550"
"6ebc2a94-a53a-455e-b6c8-79bba63601b8","NTNU-VM_HK_2019_NVE:vatnLnr:2459"
"4326aff4-1b87-4e51-80e0-7346aa46d3ff","NTNU-VM_HK_2019_NVE:vatnLnr:2415"
"a902c59d-6ee6-4ba0-b938-cbdfcea81e8e","NTNU-VM_HK_2019_NVE:vatnLnr:51668"
"96545064-934c-4873-bcbe-5a0f65fe7fec","NTNU-VM_HK_2019_NVE:vatnLnr:2416"
"eab77b02-4d7a-4c98-a96f-fd8091488fe9","NTNU-VM_HK_2019_NVE:vatnLnr:49222"
"b1bc4e25-98fc-4af1-a976-129734dfbb97","NTNU-VM_HK_2019_NVE:vatnLnr:49193"
"5de2e370-a9c9-4eeb-8df7-c3c9efaf0e30","NTNU-VM_HK_2019_NVE:vatnLnr:49228"
"1c175df2-825b-4c1e-841d-e53553ba0408","NTNU-VM_HK_2019_NVE:vatnLnr:248"
"6d10ec43-b1a5-4a1d-bab4-dcf6e1bccb6d","NTNU-VM_HK_2019_NVE:vatnLnr:35443"
"ffe7de10-6795-4ea8-a4ca-447930aba28e","NTNU-VM_HK_2019_NVE:vatnLnr:35449"
"0490c587-217d-4e8d-af3a-89b348335b33","NTNU-VM_HK_2019_NVE:vatnLnr:35629"
"5be9189a-aab8-4242-a6f6-12a3aee121a5","NTNU-VM_HK_2019_NVE:vatnLnr:35595"
"69d4d924-1cde-4067-bc63-e6c0c8530b84","NTNU-VM_HK_2019_NVE:vatnLnr:35603"
"543f745a-4d3d-4e56-bcdd-7f082441db5c","NTNU-VM_HK_2019_NVE:vatnLnr:1348"
"b32e72e7-5718-4b8e-a542-f78f536a0004","NTNU-VM_HK_2019_NVE:vatnLnr:66389"
"ed5e8d1a-d342-4db8-a9e7-67c0b5aead31","NTNU-VM_HK_2019_NVE:vatnLnr:10786"
"c8938333-cb25-4c03-bfe1-7fad5fd4e52a","NTNU-VM_HK_2019_NVE:vatnLnr:10727"
"6524ffe5-a11f-45e3-a80a-b7b2cc9d2c4f","NTNU-VM_HK_2019_NVE:vatnLnr:11230"
"099f5aad-0d15-4c81-90cb-18607cd9a237","NTNU-VM_HK_2019_NVE:vatnLnr:11125"
"c155ed10-cf71-49f1-899c-fb714a843847","NTNU-VM_HK_2019_NVE:vatnLnr:11498"
"d304bbc6-c22f-407f-860f-3af66d778e88","NTNU-VM_HK_2019_NVE:vatnLnr:11448"
"dec368f4-74bd-4054-b04a-7018b2e2866e","NTNU-VM_HK_2019_NVE:vatnLnr:11545"
"808614a7-1c33-4a75-a869-aedacb45df4a","NTNU-VM_HK_2019_NVE:vatnLnr:11688"
"6dd1482b-7f02-43d9-b122-04dfc1181932","NTNU-VM_HK_2019_NVE:vatnLnr:11528"
"9960721d-6d8c-4f4b-bda3-f5ef2b4eafc4","NTNU-VM_HK_2019_NVE:vatnLnr:11604"
"0d15371c-3527-4353-9f4f-7185482fedab","NTNU-VM_HK_2019_NVE:vatnLnr:11561"
"792ef854-4a2c-45ee-b8e6-9834b6a77f40","NTNU-VM_HK_2019_NVE:vatnLnr:11624"
"e365c7f0-bc0a-4118-92e8-3861facfa89a","NTNU-VM_HK_2019_NVE:vatnLnr:1186"
"b9368d92-6437-4da4-9ea5-cce7c443f296","NTNU-VM_HK_2019_NVE:vatnLnr:1187"
"66958ac4-8ac6-4f1e-90ec-caa251c68b23","NTNU-VM_HK_2019_NVE:vatnLnr:11686"
"4785ba36-63b5-4b24-9619-b4b6aa3c5871","NTNU-VM_HK_2019_NVE:vatnLnr:11535"
"1885d0e3-2c7b-4b7e-a22a-d4ed43c4fae9","NTNU-VM_HK_2019_NVE:vatnLnr:11512"
"7075aec4-0d08-457b-ba8a-d7c6149d0ee4","NTNU-VM_HK_2019_NVE:vatnLnr:2993"
"5d697178-826e-482f-af92-09ff772f579d","NTNU-VM_HK_2019_NVE:vatnLnr:11541"
"48f8816f-d9c2-465c-8024-72395904fe4d","NTNU-VM_HK_2019_NVE:vatnLnr:1185"
"9a58b1dc-4635-48ba-9f8c-b831d14ef0b7","NTNU-VM_HK_2019_NVE:vatnLnr:11609"
"95e17cd9-4036-42b0-9b0d-4601ca3f17a3","NTNU-VM_HK_2019_NVE:vatnLnr:158452"
"10a3a849-9487-4db1-9dcc-68bd3ba206b0","NTNU-VM_HK_2019_NVE:vatnLnr:11592"
"3b30aba4-7a00-49a0-951a-d91c3f1c1123","NTNU-VM_HK_2019_NVE:vatnLnr:11416"
"2a833740-b18d-40ea-88e1-e94edfe53a09","NTNU-VM_HK_2019_NVE:vatnLnr:11059"
"38f0278c-0f01-4a0a-991a-33370a21f1c0","NTNU-VM_HK_2019_NVE:vatnLnr:10966"
"eb56c28d-82f7-49be-a7d0-41873e7e719d","NTNU-VM_HK_2019_NVE:vatnLnr:66548"
"e821c520-f5ef-4a62-8935-6bb2e7dfb65f","NTNU-VM_HK_2019_NVE:vatnLnr:11078"
"424c89cf-352f-413a-9a3d-b6706c839843","NTNU-VM_HK_2019_NVE:vatnLnr:11209"
"3cc41506-e4f6-49df-b68a-930fc9a93863","NTNU-VM_HK_2019_NVE:vatnLnr:11208"
"e4032022-7673-4821-aa88-03c08077d765","NTNU-VM_HK_2019_NVE:vatnLnr:11220"
"c08a12e1-efef-4b57-9409-58cb42476735","NTNU-VM_HK_2019_NVE:vatnLnr:10680"
"0dcc3dc9-f2bf-4df4-b9b2-8c0a24a92ca7","NTNU-VM_HK_2019_NVE:vatnLnr:1157"
"db007f76-5f38-46b7-828d-4b32b7b8e6d3","NTNU-VM_HK_2019_NVE:vatnLnr:10218"
"d54f338c-58c9-4048-8d32-16bf6c4e2062","NTNU-VM_HK_2019_NVE:vatnLnr:1325"
"9ca3fb54-3bba-4736-8058-1715b757c973","NTNU-VM_HK_2019_NVE:vatnLnr:11075"
"1cbd4be5-8f19-4d4f-8b62-275fae619900","NTNU-VM_HK_2019_NVE:vatnLnr:11091"
"28a68ff0-4e95-425b-a1ba-32340e0c494d","NTNU-VM_HK_2019_NVE:vatnLnr:11173"
"2fb92091-ad0d-4103-8742-a37b7a51cf1a","NTNU-VM_HK_2019_NVE:vatnLnr:11410"
"cb1b62ad-108e-4e7f-abfa-3ad39e6c0375","NTNU-VM_HK_2019_NVE:vatnLnr:11305"
"4917d308-f9e7-4fc5-87a0-157fa33dd667","NTNU-VM_HK_2019_NVE:vatnLnr:11304"
"d0c28d3d-e77b-4c17-91c5-9bafb14f3025","NTNU-VM_HK_2019_NVE:vatnLnr:1339"
"a80d41a6-a8fc-4713-8f66-854d2184843d","NTNU-VM_HK_2019_NVE:vatnLnr:10651"
"f8b6d425-7571-4ab2-a365-bd92deb328da","NTNU-VM_HK_2019_NVE:vatnLnr:10724"
"ad6be903-882a-4499-9595-c73a3fed919b","NTNU-VM_HK_2019_NVE:vatnLnr:1294"
"d0a04fc1-52b8-47ec-a4c9-5b8fbe77b947","NTNU-VM_HK_2019_NVE:vatnLnr:1270"
"3c5ce750-f282-4bb6-b001-03e40eea7f02","NTNU-VM_HK_2019_NVE:vatnLnr:10711"
"6a7ca5b0-7a19-4344-a57e-8bcf26808d80","NTNU-VM_HK_2019_NVE:vatnLnr:1315"
"246a82c8-ec25-4173-a1d7-c3e0951335f4","NTNU-VM_HK_2019_NVE:vatnLnr:10951"
"e075967a-8ca7-4733-8ee2-82a789818e55","NTNU-VM_HK_2019_NVE:vatnLnr:10565"
"6f93c95f-7561-4bcb-9117-53e3e018fe33","NTNU-VM_HK_2019_NVE:vatnLnr:10538"
"60524deb-2574-4d8b-a267-6fbaf5ccdfec","NTNU-VM_HK_2019_NVE:vatnLnr:1265"
"c819f328-766d-40b1-ba7a-fb7051b1a158","NTNU-VM_HK_2019_NVE:vatnLnr:1318"
"dcd7d17e-b1db-48c8-a32e-23f65a332cab","NTNU-VM_HK_2019_NVE:vatnLnr:10655"
"ed89e824-5e8f-4f4f-a94f-29f4b5fc1c90","NTNU-VM_HK_2019_NVE:vatnLnr:10721"
"0f438cc7-cd6b-4c35-945c-ba164ee0e3e7","NTNU-VM_HK_2019_NVE:vatnLnr:10802"
"08e7bf95-8039-49a0-b07c-f7764570cda8","NTNU-VM_HK_2019_NVE:vatnLnr:10695"
"3d235fcc-749c-474f-b86d-b971a515fdc0","NTNU-VM_HK_2019_NVE:vatnLnr:10623"
"77ed612c-8b61-4561-88fe-d77691952fbb","NTNU-VM_HK_2019_NVE:vatnLnr:10734"
"ec79f2e6-2961-4f79-b3ea-871c472f2144","NTNU-VM_HK_2019_NVE:vatnLnr:10739"
"c033def6-2ded-4f3a-92e3-d32591a6a91b","NTNU-VM_HK_2019_NVE:vatnLnr:10238"
"0830877f-93d9-44e7-8e1f-6a88bd460800","NTNU-VM_HK_2019_NVE:vatnLnr:10169"
"ec33f151-4a82-40b8-8d2d-450a470fcdef","NTNU-VM_HK_2019_NVE:vatnLnr:1295"
"17939886-2dd6-4f19-a897-ea10f71815f3","NTNU-VM_HK_2019_NVE:vatnLnr:9560"
"e91e9b12-b006-42b0-b7f4-4718920ae288","NTNU-VM_HK_2019_NVE:vatnLnr:8516"
"31ca3b50-12ae-4833-bc23-f2cfdea4cb56","NTNU-VM_HK_2019_NVE:vatnLnr:8941"
"51b1711d-2051-474a-a2aa-36ab003a041f","NTNU-VM_HK_2019_NVE:vatnLnr:9169"
"021a4f34-1de8-4323-a776-b7941ec7a2d1","NTNU-VM_HK_2019_NVE:vatnLnr:8500"
"f7acc053-8ce3-4d15-b36a-2900124c0b16","NTNU-VM_HK_2019_NVE:vatnLnr:10442"
"92d411e7-9b14-4e3a-970e-19d5e21cd1d5","NTNU-VM_HK_2019_NVE:vatnLnr:9771"
"88a1f7ca-abaa-49ef-8e8a-bfe505a4952b","NTNU-VM_HK_2019_NVE:vatnLnr:1261"
"0e35b414-d9d1-42d1-b6aa-08f2e7c59858","NTNU-VM_HK_2019_NVE:vatnLnr:9055"
"cdd21fe7-f9b6-4d0a-ab38-a6ea01dd397c","NTNU-VM_HK_2019_NVE:vatnLnr:9433"
"58dfabb5-60a3-4e42-ac81-95aae14226ae","NTNU-VM_HK_2019_NVE:vatnLnr:9926"
"2dcf4257-f33f-4831-87f5-594ea909f9ff","NTNU-VM_HK_2019_NVE:vatnLnr:9042"
"a3684932-aa75-4db0-a2f0-c84f12313277","NTNU-VM_HK_2019_NVE:vatnLnr:9384"
"2a502b18-9e7f-4762-a44c-e10e99e444dd","NTNU-VM_HK_2019_NVE:vatnLnr:1260"
"c6ecd436-1333-4ba0-96de-1577bcc0c460","NTNU-VM_HK_2019_NVE:vatnLnr:9375"
"31015834-4667-4d0b-907c-5cc0e3aa8a04","NTNU-VM_HK_2019_NVE:vatnLnr:9566"
"572f48d9-2bce-4145-acf4-66359a9fd4eb","NTNU-VM_HK_2019_NVE:vatnLnr:9476"
"97461b15-3a5a-4288-aa68-b9ddddd7f8aa","NTNU-VM_HK_2019_NVE:vatnLnr:9084"
"af639fd0-66c0-4bcb-a7d7-27ade75f847a","NTNU-VM_HK_2019_NVE:vatnLnr:8699"
"a95ba66d-4712-479d-9194-040049773fc9","NTNU-VM_HK_2019_NVE:vatnLnr:9096"
"7c385394-1674-4807-9477-e1201ed35bf2","NTNU-VM_HK_2019_NVE:vatnLnr:9130"
"44a77cbc-060f-4ea4-a6b8-5233c056ce93","NTNU-VM_HK_2019_NVE:vatnLnr:8936"
"e2e75792-331c-4e2d-b09e-415211c92525","NTNU-VM_HK_2019_NVE:vatnLnr:8905"
"4d5e75e7-b6d6-4dbc-b388-a2c919269ef8","NTNU-VM_HK_2019_NVE:vatnLnr:1263"
"aaff9085-a4fb-4f0e-baa3-ea38ddf66858","NTNU-VM_HK_2019_NVE:vatnLnr:1262"
"b949b0e0-2010-4934-9a7c-70783d363d94","NTNU-VM_HK_2019_NVE:vatnLnr:8493"
"97099188-ed21-4f90-9206-4fe9dc398b52","NTNU-VM_HK_2019_NVE:vatnLnr:51"
"74077047-cd03-4d17-8904-b2ce805a8897","NTNU-VM_HK_2019_NVE:vatnLnr:1268"
"a13e7ef1-0635-423a-93c3-bf85059ceb08","NTNU-VM_HK_2019_NVE:vatnLnr:99"
"b8142152-c9c4-49ed-8f63-15e46bddd01d","NTNU-VM_HK_2019_NVE:vatnLnr:1267"
"80c539a2-7f7e-4bb5-a2f3-467685e3e13e","NTNU-VM_HK_2019_NVE:vatnLnr:22"
"b77384dd-9bcb-4002-9f43-ab7c7a1b3477","NTNU-VM_HK_2019_NVE:vatnLnr:11"
"c9cecad9-8751-4518-a71c-0e0c4a51c0f6","NTNU-VM_HK_2019_NVE:vatnLnr:12911"
"48ec06d7-2de6-47b0-ae23-64dbc300c705","NTNU-VM_HK_2019_NVE:vatnLnr:6122"
"d74ad377-e4c7-47b1-9809-d58329e3d7ab","NTNU-VM_HK_2019_NVE:vatnLnr:6126"
"45c5a9fc-deca-4385-b939-84c1f1cb03f2","NTNU-VM_HK_2019_NVE:vatnLnr:32"
"c38cca43-1a64-4680-bb68-3f2d0d4f1b06","NTNU-VM_HK_2019_NVE:vatnLnr:6264"
"0667675a-2a90-46bb-a479-df6b198fd65e","NTNU-VM_HK_2019_NVE:vatnLnr:1"
"61f63f5e-3181-40f9-8cd3-aeb3c813bafb","NTNU-VM_HK_2019_NVE:vatnLnr:14374"
"0de9c436-3f8b-4ba8-b6f9-03e9af177e0c","NTNU-VM_HK_2019_NVE:vatnLnr:14381"
"d97fed45-d9b5-49be-8ad6-58acd97325c2","NTNU-VM_HK_2019_NVE:vatnLnr:14463"
"50b74dd9-80e9-46ad-baab-98336a780ddf","NTNU-VM_HK_2019_NVE:vatnLnr:7"
"dd6040c6-e52e-4e93-bc24-f428508038ac","NTNU-VM_HK_2019_NVE:vatnLnr:6"
"274c8dcb-50c0-49da-98fb-7cf51b78cb19","NTNU-VM_HK_2019_NVE:vatnLnr:6577"
"d59f2111-dcac-412a-a3d0-70ffc92b9e4c","NTNU-VM_HK_2019_NVE:vatnLnr:6585"
"c1058ecd-4385-4132-8d70-f22b2cbeab88","NTNU-VM_HK_2019_NVE:vatnLnr:129147"
"ab89df56-0d19-4c70-ad0f-19d5acd83634","NTNU-VM_HK_2019_NVE:vatnLnr:6609"
"56a04e5c-353e-44fc-b052-0a78930d3154","NTNU-VM_HK_2019_NVE:vatnLnr:6676"
"fbbbc005-b154-431f-b9b7-d8f7644e8fa5","NTNU-VM_HK_2019_NVE:vatnLnr:6671"
"5833775a-13a0-468a-87e8-6b4261662a7d","NTNU-VM_HK_2019_NVE:vatnLnr:6573"
"756d4a6f-98aa-4277-9af7-50d93d05cee3","NTNU-VM_HK_2019_NVE:vatnLnr:6592"
"a14a739e-a21b-4cdb-8db2-3dd9147f83cd","NTNU-VM_HK_2019_NVE:vatnLnr:6656"
"372fc03f-e781-4e8b-8c43-b291ef744668","NTNU-VM_HK_2019_NVE:vatnLnr:6634"
"f10449b6-bd5e-4977-95b6-5c7ff7815102","NTNU-VM_HK_2019_NVE:vatnLnr:6677"
"a8b93bb5-2259-4ae1-a13c-94d282d31a76","NTNU-VM_HK_2019_NVE:vatnLnr:110"
"dd08a491-b67f-4f90-bfa8-16561167f3a1","NTNU-VM_HK_2019_NVE:vatnLnr:1242"
"f7591b06-d88c-45d9-83ef-f30a48c7a1b1","NTNU-VM_HK_2019_NVE:vatnLnr:7740"
"4748de8e-5017-4c71-ac37-a9de2238a4a2","NTNU-VM_HK_2019_NVE:vatnLnr:7799"
"73457e6d-31b0-4f5c-a770-369852cd91a4","NTNU-VM_HK_2019_NVE:vatnLnr:7904"
"4166507a-a64a-4c39-9fd3-ef459df54006","NTNU-VM_HK_2019_NVE:vatnLnr:128415"
"c437c0ed-d911-43f9-82b3-12c4be880a1b","NTNU-VM_HK_2019_NVE:vatnLnr:80987"
"0671b74c-1de3-4633-bcc0-9ab95f9a39a4","NTNU-VM_HK_2019_NVE:vatnLnr:31084"
"17468ee2-5b87-4b7a-8337-bfd4eb0fbf84","NTNU-VM_HK_2019_NVE:vatnLnr:8329"
"4f0825b6-a687-4e4b-abc2-de41598f50c3","NTNU-VM_HK_2019_NVE:vatnLnr:1255"
"23f5a8b5-5992-4d79-8151-6962ce17cf35","NTNU-VM_HK_2019_NVE:vatnLnr:7912"
"120be2b9-7dd1-48d4-96ab-d115036b5275","NTNU-VM_HK_2019_NVE:vatnLnr:8574"
"e8243fb2-d765-4a3f-b149-b1c1d24eef44","NTNU-VM_HK_2019_NVE:vatnLnr:8603"
"bbbd8430-5350-4761-8f6c-1b3b90b096de","NTNU-VM_HK_2019_NVE:vatnLnr:8159"
"e5c173cd-c713-4c2f-bedd-6c9b2325042f","NTNU-VM_HK_2019_NVE:vatnLnr:1237"
"c055cde9-799f-4ac5-8419-21837e6a6f47","NTNU-VM_HK_2019_NVE:vatnLnr:1239"
"5c7468aa-4642-4339-9580-04d00abe4140","NTNU-VM_HK_2019_NVE:vatnLnr:14839"
"93003ca5-0104-4603-875b-2786504d398b","NTNU-VM_HK_2019_NVE:vatnLnr:1241"
"0b85c2a7-618a-4485-9337-ed24844c7693","NTNU-VM_HK_2019_NVE:vatnLnr:429"
"72e4f183-537d-4cf4-91bd-f1dee4fb27d2","NTNU-VM_HK_2019_NVE:vatnLnr:378"
"2d5c0b8f-dcca-4981-8559-91abdf85d807","NTNU-VM_HK_2019_NVE:vatnLnr:314"
"2f41e63a-ac26-40f6-98e0-95734ec1a52f","NTNU-VM_HK_2019_NVE:vatnLnr:5881"
"a7efa4d3-6177-43b0-85f6-91c0a000a529","NTNU-VM_HK_2019_NVE:vatnLnr:5862"
"cf92df73-254d-41f4-8406-c2ed4b862ac3","NTNU-VM_HK_2019_NVE:vatnLnr:5861"
"5c3ea57e-c112-467d-a105-b90072a12e66","NTNU-VM_HK_2019_NVE:vatnLnr:5863"
"faad1481-90ef-44f4-8402-4805173f243f","NTNU-VM_HK_2019_NVE:vatnLnr:5864"
"7d24df6b-34f8-4f8f-8068-8b707e12bdea","NTNU-VM_HK_2019_NVE:vatnLnr:312"
"a20293a6-3382-43db-a91f-bc15b26345d9","NTNU-VM_HK_2019_NVE:vatnLnr:5815"
"6fa0f650-285a-4c54-8ebf-f16cbc1931f9","NTNU-VM_HK_2019_NVE:vatnLnr:313"
"674edf05-6de3-46ff-b0b8-7e641a7d6505","NTNU-VM_HK_2019_NVE:vatnLnr:5799"
"395b78b8-2349-4cd1-8613-817264cf1885","NTNU-VM_HK_2019_NVE:vatnLnr:5816"
"856bceb8-5dd9-4b1b-ad6e-4178224696bd","NTNU-VM_HK_2019_NVE:vatnLnr:543"
"fcb43d44-7258-472e-a7dc-4c7c1f1709bb","NTNU-VM_HK_2019_NVE:vatnLnr:544"
"86ce2fd1-968d-419f-96f1-fd77fd1a1132","NTNU-VM_HK_2019_NVE:vatnLnr:519"
"872b0bcc-a9bd-4b3e-8cc3-966f95730b1c","NTNU-VM_HK_2019_NVE:vatnLnr:542"
"ed39310a-58a6-4357-b353-a107df9aa953","NTNU-VM_HK_2019_NVE:vatnLnr:5775"
"a06e724c-5fb4-4e53-80b5-347161e7837f","NTNU-VM_HK_2019_NVE:vatnLnr:5771"
"0575688f-d157-4b9b-ae17-fcf1662fc174","NTNU-VM_HK_2019_NVE:vatnLnr:5767"
"4660baf6-4d82-4aaa-b721-8787d8947f22","NTNU-VM_HK_2019_NVE:vatnLnr:5706"
"f328e05e-1037-4d21-988c-e11620ea9675","NTNU-VM_HK_2019_NVE:vatnLnr:5755"
"8864cebd-403c-4ded-ab87-ead56099835f","NTNU-VM_HK_2019_NVE:vatnLnr:5717"
"47dac2c9-7866-477a-8503-27b36f71125d","NTNU-VM_HK_2019_NVE:vatnLnr:205749"
"bc775a77-b490-4a21-be53-e9f0b70572fe","NTNU-VM_HK_2019_NVE:vatnLnr:5740"
"11c99f72-426f-4934-8790-0b9719db0a90","NTNU-VM_HK_2019_NVE:vatnLnr:5790"
"445ab1be-b62c-4c66-8d01-bcdb4d8c9b67","NTNU-VM_HK_2019_NVE:vatnLnr:5742"
"401cc112-3ade-4656-87c6-3d70861f332d","NTNU-VM_HK_2019_NVE:vatnLnr:5747"
"dc30e8cd-a992-42f6-9cf5-7e99e1fc8370","NTNU-VM_HK_2019_NVE:vatnLnr:5948"
"e4784fb7-1d77-4efe-b7bc-d36eba005f28","NTNU-VM_HK_2019_NVE:vatnLnr:380"
"1ad765bc-91a5-41b8-9446-4286c7937708","NTNU-VM_HK_2019_NVE:vatnLnr:379"
"fb0e02db-ae70-4902-8f74-eec0113382c5","NTNU-VM_HK_2019_NVE:vatnLnr:5935"
"6be42b9c-5039-4f1a-8bfb-da54bcfbb0bd","NTNU-VM_HK_2019_NVE:vatnLnr:5989"
"dc1ab35f-07fe-437c-9e9d-7313f8c0052e","NTNU-VM_HK_2019_NVE:vatnLnr:587"
"755024eb-2f8f-4986-8b92-b9e28c4e2d62","NTNU-VM_HK_2019_NVE:vatnLnr:5941"
"0054c35f-b4bf-4c3b-9e10-3971719411ca","NTNU-VM_HK_2019_NVE:vatnLnr:6343"
"518cba97-06ec-41f7-8f54-1980b55060bc","NTNU-VM_HK_2019_NVE:vatnLnr:207002"
"d5b6082b-9630-45d1-b7fb-6899d93a7fc7","NTNU-VM_HK_2019_NVE:vatnLnr:6303"
"8e91848c-c5ac-40fc-bc27-5c1054e0f069","NTNU-VM_HK_2019_NVE:vatnLnr:6289"
"688edf2c-bb49-43dd-b789-7d76986250c5","NTNU-VM_HK_2019_NVE:vatnLnr:6257"
"1b1ae49e-58ed-4c01-849b-e249fc92307b","NTNU-VM_HK_2019_NVE:vatnLnr:398"
"2df08704-6393-4cd1-bd09-1ceb75230153","NTNU-VM_HK_2019_NVE:vatnLnr:6354"
"1cd39e57-dc0f-494d-b17c-982c16010a7b","NTNU-VM_HK_2019_NVE:vatnLnr:5519"
"382b3377-1966-4362-92d6-cf8f96d71e31","NTNU-VM_HK_2019_NVE:vatnLnr:5357"
"f6d23b38-18fa-46f1-8fad-35807704e8d5","NTNU-VM_HK_2019_NVE:vatnLnr:311"
"50c750f2-fd78-4aee-96b4-2d5a1653e32c","NTNU-VM_HK_2019_NVE:vatnLnr:5774"
"2dda3d13-a015-4c0f-9acd-52662de8b75b","NTNU-VM_HK_2019_NVE:vatnLnr:310"
"80a41847-d74c-462c-8543-1da3ecdcfbbe","NTNU-VM_HK_2019_NVE:vatnLnr:309"
"7dbe67d3-7267-47ea-88b7-56900cf43577","NTNU-VM_HK_2019_NVE:vatnLnr:5533"
"35939eae-e7a1-4222-b32f-bc113c24254b","NTNU-VM_HK_2019_NVE:vatnLnr:5531"
"ed07b0bf-8584-4740-91ce-6c9c1ad5f322","NTNU-VM_HK_2019_NVE:vatnLnr:5663"
"f17dafee-d9e3-43fd-8990-aa455f42b7e8","NTNU-VM_HK_2019_NVE:vatnLnr:7495"
"ba9d421f-ffee-4089-b393-ba6aa8aafe26","NTNU-VM_HK_2019_NVE:vatnLnr:521"
"39b7a154-bf44-4b2e-8ef0-1612f4ddb891","NTNU-VM_HK_2019_NVE:vatnLnr:546"
"a28c5514-602b-4951-b8e7-2a3fa370dd36","NTNU-VM_HK_2019_NVE:vatnLnr:624"
"a88d391f-e415-45ca-bc75-f9858bd271e8","NTNU-VM_HK_2019_NVE:vatnLnr:586"
"93db1108-3d2d-4dcc-adae-3924d4946301","NTNU-VM_HK_2019_NVE:vatnLnr:520"
"7eb00f22-d143-407f-950e-5db29adcf227","NTNU-VM_HK_2019_NVE:vatnLnr:7388"
"ee6d63be-6a54-43bd-9e3f-716e3236c3b0","NTNU-VM_HK_2019_NVE:vatnLnr:198425"
"534f795d-a2a1-445e-be74-3298c8bb1731","NTNU-VM_HK_2019_NVE:vatnLnr:545"
"cfd298f4-f5b3-4520-9401-924332c5837b","NTNU-VM_HK_2019_NVE:vatnLnr:7496"
"e5389d64-03bb-4e1c-ac99-13b1e4ab0876","NTNU-VM_HK_2019_NVE:vatnLnr:5931"
"38fea512-032e-464e-a25d-420c6483881c","NTNU-VM_HK_2019_NVE:vatnLnr:15949"
"b9953b00-3103-4e43-889d-af9e5e3ea8d0","NTNU-VM_HK_2019_NVE:vatnLnr:533"
"d0289ff1-7d0e-43ec-a1ca-ca15c35ceae8","NTNU-VM_HK_2019_NVE:vatnLnr:7261"
"466953cc-686b-47e3-9bed-769bed63c4e1","NTNU-VM_HK_2019_NVE:vatnLnr:7305"
"e884a7bd-b23a-42dc-b6eb-e0513b5c4b11","NTNU-VM_HK_2019_NVE:vatnLnr:7296"
"f4a4b9e2-ccb3-4cd3-9abf-0d838e1f1b56","NTNU-VM_HK_2019_NVE:vatnLnr:7300"
"29e275e6-a423-484c-852c-0770b659cf57","NTNU-VM_HK_2019_NVE:vatnLnr:7232"
"69b0b242-806c-4460-a715-37438ad97042","NTNU-VM_HK_2019_NVE:vatnLnr:17324"
"e25b56f2-7d1c-48c4-9bd1-804403b5d1fc","NTNU-VM_HK_2019_NVE:vatnLnr:7070"
"99b43001-bca5-4a45-beff-b49a1bafbdaa","NTNU-VM_HK_2019_NVE:vatnLnr:4262"
"8be02ced-4f8a-46dd-b958-b1982008b355","NTNU-VM_HK_2019_NVE:vatnLnr:16626"
