"occurrenceID","eventID","scientificName"
"urn:uuid:e0e76462-001b-47cf-aa45-ab5c40973a9d","urn:uuid:7075aec4-0d08-457b-ba8a-d7c6149d0ee4","Lota lota (Linnaeus, 1758)"
"urn:uuid:d27a47b1-df72-4dba-a5e6-d0da63cc623b","urn:uuid:7075aec4-0d08-457b-ba8a-d7c6149d0ee4","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:f3d6f028-5ea8-4f6c-b023-d6de97203ba5","urn:uuid:7075aec4-0d08-457b-ba8a-d7c6149d0ee4","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:d65b0c3c-5a6a-4c77-81a2-489b204bc2e6","urn:uuid:7075aec4-0d08-457b-ba8a-d7c6149d0ee4","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:7f42adcc-fad4-4cde-a355-6902e4a8d182","urn:uuid:70785b89-d097-4965-9280-49c82dc559c2","Esox lucius Linnaeus, 1758"
"urn:uuid:629d7e10-0e1f-48c3-b7b9-af05ac24838a","urn:uuid:70785b89-d097-4965-9280-49c82dc559c2","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:031451da-b176-4415-97a8-98237bfab0dd","urn:uuid:70785b89-d097-4965-9280-49c82dc559c2","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:5552833e-2767-42fe-a7b4-9269de4970c5","urn:uuid:70785b89-d097-4965-9280-49c82dc559c2","Lota lota (Linnaeus, 1758)"
"urn:uuid:6d61a927-5804-4afd-8f98-c9f6f26320dc","urn:uuid:70785b89-d097-4965-9280-49c82dc559c2","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:9420072c-88a8-4fba-8394-75a4c32f860e","urn:uuid:70785b89-d097-4965-9280-49c82dc559c2","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:e9b730eb-93cb-42ea-a70a-bbfc113d7252","urn:uuid:70785b89-d097-4965-9280-49c82dc559c2","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:d4a9e0b6-0a0d-40ab-adac-3fd616e6c89f","urn:uuid:7125029a-ccf1-40a3-ab8b-456d9c413567","Esox lucius Linnaeus, 1758"
"urn:uuid:48c59d01-538b-4abb-a934-8046d25e6e08","urn:uuid:7125029a-ccf1-40a3-ab8b-456d9c413567","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:048fe689-28a0-4cd1-be0c-84d39ca2477d","urn:uuid:7125029a-ccf1-40a3-ab8b-456d9c413567","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:3124bad1-253a-40dc-b0a6-53b3e49aa880","urn:uuid:7125029a-ccf1-40a3-ab8b-456d9c413567","Lota lota (Linnaeus, 1758)"
"urn:uuid:0bc10eee-7200-4a6d-b1a2-db99a018a2b9","urn:uuid:7125029a-ccf1-40a3-ab8b-456d9c413567","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:930b0cab-0978-4c2d-bd6a-1ea38fe4ddce","urn:uuid:7125029a-ccf1-40a3-ab8b-456d9c413567","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:93507646-958e-4344-9def-d7c7a320258b","urn:uuid:7125029a-ccf1-40a3-ab8b-456d9c413567","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:f89c724c-7970-4ad5-95c4-6f6257d013a1","urn:uuid:713772de-99a2-41dc-a6de-5ca377b0a4bd","Esox lucius Linnaeus, 1758"
"urn:uuid:4a924a83-0c5f-48a8-b5f3-8574cf01a0ff","urn:uuid:713772de-99a2-41dc-a6de-5ca377b0a4bd","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:fd174bf3-598b-4526-b4ac-08b89a94427e","urn:uuid:713772de-99a2-41dc-a6de-5ca377b0a4bd","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:a6786fd9-aec0-4089-9c50-a33ed82dffa8","urn:uuid:713772de-99a2-41dc-a6de-5ca377b0a4bd","Lota lota (Linnaeus, 1758)"
"urn:uuid:61bacf90-4cb3-464b-bd68-cddfb9f6e2a3","urn:uuid:713772de-99a2-41dc-a6de-5ca377b0a4bd","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:2c485217-051b-45cf-ba2e-c9cd5d3ec0a3","urn:uuid:713772de-99a2-41dc-a6de-5ca377b0a4bd","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:c308ac5d-78bb-48c3-b704-b1d83a536bc1","urn:uuid:713772de-99a2-41dc-a6de-5ca377b0a4bd","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:4edbe781-cdeb-4046-9f8d-3aac9d271096","urn:uuid:7161a510-6197-4aca-b6d9-45fbd6370858","Esox lucius Linnaeus, 1758"
"urn:uuid:06807420-21ad-44af-9182-d17c604019ab","urn:uuid:7161a510-6197-4aca-b6d9-45fbd6370858","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:1b8b352a-726f-4617-a02d-2a17b68e4185","urn:uuid:7161a510-6197-4aca-b6d9-45fbd6370858","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:3bacb469-6542-402a-ad45-67300a1d01ea","urn:uuid:7161a510-6197-4aca-b6d9-45fbd6370858","Lota lota (Linnaeus, 1758)"
"urn:uuid:8a04986c-1c7a-45c5-92b1-72d5d16e7eab","urn:uuid:7161a510-6197-4aca-b6d9-45fbd6370858","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:030fa871-b30a-4ec6-9754-479334e1e548","urn:uuid:7161a510-6197-4aca-b6d9-45fbd6370858","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:3cd0cdfe-88f9-4767-a742-4fe03b63b434","urn:uuid:7161a510-6197-4aca-b6d9-45fbd6370858","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:2de05e22-c3e0-4bd3-ad72-d33b877c67ec","urn:uuid:7171da6d-5ea6-4517-b553-fd1c357be1f4","Esox lucius Linnaeus, 1758"
"urn:uuid:c9028f59-8087-4a64-9aec-1a03b1e94741","urn:uuid:7171da6d-5ea6-4517-b553-fd1c357be1f4","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:a206559a-2a96-4890-85e3-54652c652fee","urn:uuid:7171da6d-5ea6-4517-b553-fd1c357be1f4","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:a3c40175-08ee-4b2b-87a5-77e96dcf24db","urn:uuid:7171da6d-5ea6-4517-b553-fd1c357be1f4","Lota lota (Linnaeus, 1758)"
"urn:uuid:e7121b77-a68a-4596-b0f9-c12553ac017b","urn:uuid:7171da6d-5ea6-4517-b553-fd1c357be1f4","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:6bab4229-6103-4e49-a95c-fe835f5a491f","urn:uuid:7171da6d-5ea6-4517-b553-fd1c357be1f4","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:4398dd25-0c81-4667-ba36-77d54dee5ff4","urn:uuid:7171da6d-5ea6-4517-b553-fd1c357be1f4","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:7835d2c5-a35c-4faa-9bf2-ec0483be71b8","urn:uuid:71bc7380-21b4-4967-bf4b-66f015174fce","Esox lucius Linnaeus, 1758"
"urn:uuid:2e7d4610-22c9-4467-9b23-52110b5055cc","urn:uuid:71bc7380-21b4-4967-bf4b-66f015174fce","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:a1336f32-4c2a-44f3-b096-2c9a5449a888","urn:uuid:71bc7380-21b4-4967-bf4b-66f015174fce","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:db0c0c04-f87d-4de2-90d0-504057c23ffd","urn:uuid:71bc7380-21b4-4967-bf4b-66f015174fce","Lota lota (Linnaeus, 1758)"
"urn:uuid:c29fef5e-ee09-47ec-ad3a-a6adf4d93335","urn:uuid:71bc7380-21b4-4967-bf4b-66f015174fce","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:23ff2dbc-995a-49bc-b845-c01841ee89bd","urn:uuid:71bc7380-21b4-4967-bf4b-66f015174fce","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:e4c6f45d-02c6-464b-b978-f0d3894fc58a","urn:uuid:71bc7380-21b4-4967-bf4b-66f015174fce","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:57a77ac4-38d6-4fd6-8d30-315570d1f8e4","urn:uuid:7225b4a3-e7d8-4dbf-9bff-a7c1c552e6da","Esox lucius Linnaeus, 1758"
"urn:uuid:b683dfbd-3e16-410a-98b4-de81c1aa7772","urn:uuid:7225b4a3-e7d8-4dbf-9bff-a7c1c552e6da","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:0ad303be-752f-40ac-ae1c-ce1fdd7c1b88","urn:uuid:7225b4a3-e7d8-4dbf-9bff-a7c1c552e6da","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:2f654ae1-3410-498b-b54b-f1fc56fa06ae","urn:uuid:7225b4a3-e7d8-4dbf-9bff-a7c1c552e6da","Lota lota (Linnaeus, 1758)"
"urn:uuid:c456f5d0-fd6c-4cee-87a3-9bf6a98a3cca","urn:uuid:7225b4a3-e7d8-4dbf-9bff-a7c1c552e6da","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:75988d6d-d84b-46bf-ae1f-3e5cf5e550d9","urn:uuid:7225b4a3-e7d8-4dbf-9bff-a7c1c552e6da","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:bb52134c-7d0a-4035-883a-b97d3d6f0237","urn:uuid:7225b4a3-e7d8-4dbf-9bff-a7c1c552e6da","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:79090a70-936d-4777-b6e1-a54695279c38","urn:uuid:7237a722-c445-4abe-84ad-26c0bab0aad6","Esox lucius Linnaeus, 1758"
"urn:uuid:fc970738-2aa7-4bbf-9155-bb6f42849fc4","urn:uuid:7237a722-c445-4abe-84ad-26c0bab0aad6","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:9576d932-2822-4af6-ab16-d95d618be904","urn:uuid:7237a722-c445-4abe-84ad-26c0bab0aad6","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:fbbca0f2-f9ba-465f-9a2c-a30902e781b8","urn:uuid:7237a722-c445-4abe-84ad-26c0bab0aad6","Lota lota (Linnaeus, 1758)"
"urn:uuid:8dfb388c-a78c-4d40-b64a-a93558c8103c","urn:uuid:7237a722-c445-4abe-84ad-26c0bab0aad6","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:d6da811d-80ea-4364-b726-81362948b21c","urn:uuid:7237a722-c445-4abe-84ad-26c0bab0aad6","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:d616a965-3644-4637-a1bd-a49714437126","urn:uuid:7237a722-c445-4abe-84ad-26c0bab0aad6","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:b80c4fb8-9983-4ddd-b0d7-be031eae6e1b","urn:uuid:7255304d-fb70-44a0-aa20-734512b2206c","Esox lucius Linnaeus, 1758"
"urn:uuid:d7d71a91-9bb5-49d7-934f-514d1dd0e870","urn:uuid:7255304d-fb70-44a0-aa20-734512b2206c","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:aca3288a-f735-4e8b-bf88-2f569d86abfd","urn:uuid:7255304d-fb70-44a0-aa20-734512b2206c","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:8f441f49-87ae-41c4-9608-15db28ec8a86","urn:uuid:7255304d-fb70-44a0-aa20-734512b2206c","Lota lota (Linnaeus, 1758)"
"urn:uuid:66e30f52-9d6b-4240-b900-83a2d66783c5","urn:uuid:7255304d-fb70-44a0-aa20-734512b2206c","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:063840ba-6d1e-4853-8fee-d6bb67663503","urn:uuid:7255304d-fb70-44a0-aa20-734512b2206c","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:85dcc617-82b3-4885-8064-918479085d35","urn:uuid:7255304d-fb70-44a0-aa20-734512b2206c","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:c783aca9-0427-49f1-9b2d-db153e4ee4c3","urn:uuid:726d8cba-339f-4af1-87fb-c94a6f71881b","Esox lucius Linnaeus, 1758"
"urn:uuid:db08eb92-5a16-413a-96e5-77fa93903721","urn:uuid:726d8cba-339f-4af1-87fb-c94a6f71881b","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:d807e489-57f7-4467-ae88-4cc150bdae27","urn:uuid:726d8cba-339f-4af1-87fb-c94a6f71881b","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:1ad0cb93-1845-4002-abd0-b051c511e817","urn:uuid:726d8cba-339f-4af1-87fb-c94a6f71881b","Lota lota (Linnaeus, 1758)"
"urn:uuid:84e096ea-5b63-4afe-8b62-ec7b0428ec5c","urn:uuid:726d8cba-339f-4af1-87fb-c94a6f71881b","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:7d76e3bd-de56-4e7c-b9c3-cf99694db037","urn:uuid:726d8cba-339f-4af1-87fb-c94a6f71881b","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:d484d972-61d5-4087-b0e9-58ee2d93df9c","urn:uuid:726d8cba-339f-4af1-87fb-c94a6f71881b","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:d354d31c-4602-4d30-9c02-c223525d958d","urn:uuid:729d7720-ef86-4ba5-9b0c-31d38c9b2b9a","Esox lucius Linnaeus, 1758"
"urn:uuid:eb55fc76-0dd8-4b4e-9cca-ce16221e9af6","urn:uuid:729d7720-ef86-4ba5-9b0c-31d38c9b2b9a","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:414a4ba3-febc-45a4-99c2-aa4ccf4574f3","urn:uuid:729d7720-ef86-4ba5-9b0c-31d38c9b2b9a","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:9b1551dc-22c1-4dbe-8bfd-0a13fba666e0","urn:uuid:729d7720-ef86-4ba5-9b0c-31d38c9b2b9a","Lota lota (Linnaeus, 1758)"
"urn:uuid:33d29496-8405-4acd-b7f2-1b89b9fc5363","urn:uuid:729d7720-ef86-4ba5-9b0c-31d38c9b2b9a","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:c5e7f1b0-20ed-40c9-b669-efb579aaac16","urn:uuid:729d7720-ef86-4ba5-9b0c-31d38c9b2b9a","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:3bd57c30-71bc-4512-9299-31f13c60de31","urn:uuid:729d7720-ef86-4ba5-9b0c-31d38c9b2b9a","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:2b9e826f-a65b-4549-8c1a-12a6f5d5094e","urn:uuid:72ada73b-a11d-4dce-997f-be6a287fce80","Esox lucius Linnaeus, 1758"
"urn:uuid:1fcd8c6f-6679-4edb-970d-0f3e4d00fd8a","urn:uuid:72ada73b-a11d-4dce-997f-be6a287fce80","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:3fa75c67-7542-4b4e-996b-b069dcff7fdc","urn:uuid:72ada73b-a11d-4dce-997f-be6a287fce80","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:bd5d5444-c0f0-4396-bad6-6ca976bb42d1","urn:uuid:72ada73b-a11d-4dce-997f-be6a287fce80","Lota lota (Linnaeus, 1758)"
"urn:uuid:17a4c8ea-e1a2-4a45-8267-9aaad6debdc6","urn:uuid:72ada73b-a11d-4dce-997f-be6a287fce80","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:391003e3-1108-4540-8589-9dfba4aef773","urn:uuid:72ada73b-a11d-4dce-997f-be6a287fce80","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:d51d1a28-2c45-462d-b2c5-32e5d518237c","urn:uuid:72ada73b-a11d-4dce-997f-be6a287fce80","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:88786998-02f8-4fca-94a3-9a2442c422d8","urn:uuid:72ba9120-e365-42a4-8720-ec793651808f","Esox lucius Linnaeus, 1758"
"urn:uuid:4377034d-b687-4d07-8ea1-0024302adcbf","urn:uuid:72ba9120-e365-42a4-8720-ec793651808f","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:cc850e23-f53d-495a-9394-15da57bea4c6","urn:uuid:72ba9120-e365-42a4-8720-ec793651808f","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:014d4834-6b87-4545-a78d-fd7860213e50","urn:uuid:72ba9120-e365-42a4-8720-ec793651808f","Lota lota (Linnaeus, 1758)"
"urn:uuid:a936d5da-d60a-424b-afd7-8e0278b88d72","urn:uuid:72ba9120-e365-42a4-8720-ec793651808f","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:d0fc3a58-bdec-401f-9daf-8e82c3701545","urn:uuid:72ba9120-e365-42a4-8720-ec793651808f","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:81374088-1671-48cc-a56e-dd4921a37bc4","urn:uuid:72ba9120-e365-42a4-8720-ec793651808f","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:775f7847-170e-4d36-98cd-ec9e11d1b55a","urn:uuid:72bb9841-5ce9-4c92-939f-6065f1f31c41","Esox lucius Linnaeus, 1758"
"urn:uuid:631f81d2-20dd-49da-b3f1-787689e64c37","urn:uuid:72bb9841-5ce9-4c92-939f-6065f1f31c41","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:6c262562-6609-4a17-8ec6-59c1586c743b","urn:uuid:72bb9841-5ce9-4c92-939f-6065f1f31c41","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:fb95543d-253f-4ba1-94dc-e7286088e220","urn:uuid:72bb9841-5ce9-4c92-939f-6065f1f31c41","Lota lota (Linnaeus, 1758)"
"urn:uuid:4d3c6d83-54e5-4c47-84e5-18ade3c82043","urn:uuid:72bb9841-5ce9-4c92-939f-6065f1f31c41","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:d11ee7a3-d33b-4b4e-ac30-7e4fba8db193","urn:uuid:72bb9841-5ce9-4c92-939f-6065f1f31c41","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:afee13eb-c9af-4226-912e-680694197623","urn:uuid:72bb9841-5ce9-4c92-939f-6065f1f31c41","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:83dde90e-8f41-4527-a0da-1e5a7d2b93e5","urn:uuid:72c030cc-b126-4bb8-aea7-e52378caf8de","Esox lucius Linnaeus, 1758"
"urn:uuid:9a6f40f4-2b31-4d72-8402-daf4fbbbe2b2","urn:uuid:72c030cc-b126-4bb8-aea7-e52378caf8de","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:2db1298c-9ba8-4b25-a454-50d5e9fe8a78","urn:uuid:72c030cc-b126-4bb8-aea7-e52378caf8de","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:7f2b2663-15a4-4ac9-89be-bac3bf85b56d","urn:uuid:72c030cc-b126-4bb8-aea7-e52378caf8de","Lota lota (Linnaeus, 1758)"
"urn:uuid:097d2aee-5771-4fd2-9be4-49366387e259","urn:uuid:72c030cc-b126-4bb8-aea7-e52378caf8de","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:e2cbf79a-8e56-4375-9702-4fd0672db78d","urn:uuid:72c030cc-b126-4bb8-aea7-e52378caf8de","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:73c913e7-72ea-4776-ae54-39a4a25a3d06","urn:uuid:72c030cc-b126-4bb8-aea7-e52378caf8de","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:025a016f-28ce-4b55-86b5-15849a8ebf3d","urn:uuid:72c3d596-6449-4beb-a1b9-7eb4bb763090","Esox lucius Linnaeus, 1758"
"urn:uuid:0f92ea64-85f9-4e39-a881-bbff3cc2766f","urn:uuid:72c3d596-6449-4beb-a1b9-7eb4bb763090","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:6812228f-b756-461f-900a-bb9c135ecb60","urn:uuid:72c3d596-6449-4beb-a1b9-7eb4bb763090","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:dcb2e67c-da93-4953-8598-eca8dd07bead","urn:uuid:72c3d596-6449-4beb-a1b9-7eb4bb763090","Lota lota (Linnaeus, 1758)"
"urn:uuid:1c1294b9-0aea-4e0a-b900-84a0be65ea7d","urn:uuid:72c3d596-6449-4beb-a1b9-7eb4bb763090","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:f14f3604-02fd-4ca1-ab19-9b7724122adb","urn:uuid:72c3d596-6449-4beb-a1b9-7eb4bb763090","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:2ea10278-d8c9-41b5-b99d-865acc4e954d","urn:uuid:72c3d596-6449-4beb-a1b9-7eb4bb763090","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:49ab96de-6c0f-4d6e-b851-7f7f574a4869","urn:uuid:72e21a3b-ae8b-4e2e-8ce6-6b1913c4bc5e","Esox lucius Linnaeus, 1758"
"urn:uuid:83763c1d-1177-41c0-8cfd-1bcce60b2564","urn:uuid:72e21a3b-ae8b-4e2e-8ce6-6b1913c4bc5e","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:f334e275-8d87-4244-814e-21ea41d7e9ff","urn:uuid:72e21a3b-ae8b-4e2e-8ce6-6b1913c4bc5e","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:c346b833-0a50-4e13-a8ce-3a4442629aa6","urn:uuid:72e21a3b-ae8b-4e2e-8ce6-6b1913c4bc5e","Lota lota (Linnaeus, 1758)"
"urn:uuid:9bde9b8e-53fa-4559-8723-37470e65d66c","urn:uuid:72e21a3b-ae8b-4e2e-8ce6-6b1913c4bc5e","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:ef10ae76-0fb2-4ae0-bc8c-73dcecc1558a","urn:uuid:72e21a3b-ae8b-4e2e-8ce6-6b1913c4bc5e","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:0c2b1e41-de13-44df-b238-e0ac180e4c98","urn:uuid:72e21a3b-ae8b-4e2e-8ce6-6b1913c4bc5e","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:2c55d926-4429-4de9-83fd-ffe86161abe6","urn:uuid:72e4f183-537d-4cf4-91bd-f1dee4fb27d2","Esox lucius Linnaeus, 1758"
"urn:uuid:5e21746e-07ba-47af-a2d3-9a5b60f05e1c","urn:uuid:72e4f183-537d-4cf4-91bd-f1dee4fb27d2","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:b28bdad3-83f4-42cc-b1c4-c2c9e9c3ddf4","urn:uuid:72e4f183-537d-4cf4-91bd-f1dee4fb27d2","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:c239ca78-e5bd-4d90-9498-857dd1affb9b","urn:uuid:72e4f183-537d-4cf4-91bd-f1dee4fb27d2","Lota lota (Linnaeus, 1758)"
"urn:uuid:4a52d83f-35be-4cb9-90c2-e17b5e874961","urn:uuid:72e4f183-537d-4cf4-91bd-f1dee4fb27d2","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:0ee733ec-1189-42d1-9f0d-c2cdd3b632ee","urn:uuid:72e4f183-537d-4cf4-91bd-f1dee4fb27d2","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:34c568d4-7835-46c3-8c00-5215768eaa83","urn:uuid:72e4f183-537d-4cf4-91bd-f1dee4fb27d2","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:cfc3e00a-2415-4655-bb86-41bc8c2beb67","urn:uuid:73457e6d-31b0-4f5c-a770-369852cd91a4","Esox lucius Linnaeus, 1758"
"urn:uuid:dff31245-da47-4429-9f93-07ee7ea265c0","urn:uuid:73457e6d-31b0-4f5c-a770-369852cd91a4","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:642f0a49-76c9-4fa9-b44e-ac9a7d65315e","urn:uuid:73457e6d-31b0-4f5c-a770-369852cd91a4","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:81a2a02c-2fc3-45cf-b0ff-301299d4b8c5","urn:uuid:73457e6d-31b0-4f5c-a770-369852cd91a4","Lota lota (Linnaeus, 1758)"
"urn:uuid:a7160d1e-729e-4dff-bb2d-0a37cce1b452","urn:uuid:73457e6d-31b0-4f5c-a770-369852cd91a4","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:af28b00c-8fc8-4fc7-b497-a001648174ab","urn:uuid:73457e6d-31b0-4f5c-a770-369852cd91a4","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:294db4ce-3fd1-45b1-8e11-0b5fb63b31b8","urn:uuid:73457e6d-31b0-4f5c-a770-369852cd91a4","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:f8ee4080-57d0-4fc8-9816-e4780c181a0d","urn:uuid:736e0489-8842-4c25-bf66-7848037fa730","Esox lucius Linnaeus, 1758"
"urn:uuid:ad1595c4-0e30-4f2c-b733-29c0ca5f1203","urn:uuid:736e0489-8842-4c25-bf66-7848037fa730","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:d4e35aed-c8d0-49ff-aef4-8425e209024b","urn:uuid:736e0489-8842-4c25-bf66-7848037fa730","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:7c4c8405-dd76-44be-a866-c159b91c26c2","urn:uuid:736e0489-8842-4c25-bf66-7848037fa730","Lota lota (Linnaeus, 1758)"
"urn:uuid:3b388d2f-502b-4201-a734-08342d6005ce","urn:uuid:736e0489-8842-4c25-bf66-7848037fa730","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:d5892f52-cf65-4368-9612-224876b71111","urn:uuid:736e0489-8842-4c25-bf66-7848037fa730","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:5389a2e9-c037-4e81-8cd6-dead2eab877f","urn:uuid:736e0489-8842-4c25-bf66-7848037fa730","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:6fb30eb5-b6e6-4287-a5f7-308fcb731b17","urn:uuid:737a985f-5757-47e3-a71a-183001b5fb63","Esox lucius Linnaeus, 1758"
"urn:uuid:1a0de88d-b491-44ba-98a5-e416dbbb02b2","urn:uuid:737a985f-5757-47e3-a71a-183001b5fb63","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:ce7bebd6-f54f-49ff-b5a0-ead1e109bade","urn:uuid:737a985f-5757-47e3-a71a-183001b5fb63","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:674c4335-244d-4994-bbbe-4b1e825ce73c","urn:uuid:737a985f-5757-47e3-a71a-183001b5fb63","Lota lota (Linnaeus, 1758)"
"urn:uuid:7f2177bc-addb-4d33-8985-07d7b82f3487","urn:uuid:737a985f-5757-47e3-a71a-183001b5fb63","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:2018002c-cd4c-4b31-8c84-5f4e72f62c4c","urn:uuid:737a985f-5757-47e3-a71a-183001b5fb63","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:f8bd948b-2127-413d-b97d-38fd153f2f74","urn:uuid:737a985f-5757-47e3-a71a-183001b5fb63","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:693d833f-2222-4183-a127-646d5c4994bc","urn:uuid:74065305-aa91-424f-b683-5ddcd7833e0e","Esox lucius Linnaeus, 1758"
"urn:uuid:9d7d89d8-8a42-48f1-a000-431d1b1add91","urn:uuid:74065305-aa91-424f-b683-5ddcd7833e0e","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:847ca59e-a7dd-4f42-ad63-2298c2b83041","urn:uuid:74065305-aa91-424f-b683-5ddcd7833e0e","Gasterosteus aculeatus Linnaeus, 1758"
