"occurrenceID","eventID","scientificName"
"urn:uuid:c97d1aa5-36e6-42f0-a3fc-654eda2c916b","urn:uuid:1e546025-4a2b-440d-9d44-0d7c2ed3067f","Esox lucius Linnaeus, 1758"
"urn:uuid:79dc343b-fdd4-44ef-93a4-bc04721084de","urn:uuid:1e546025-4a2b-440d-9d44-0d7c2ed3067f","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:7d3b4e1d-be12-49f2-a86d-c602dd1538f3","urn:uuid:1e546025-4a2b-440d-9d44-0d7c2ed3067f","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:22b6b4a8-623b-49f1-80aa-967c3f51cfae","urn:uuid:1e546025-4a2b-440d-9d44-0d7c2ed3067f","Lota lota (Linnaeus, 1758)"
"urn:uuid:2799451c-a3c4-44c6-8c86-132d6976a428","urn:uuid:1e546025-4a2b-440d-9d44-0d7c2ed3067f","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:eee3fcfa-58a5-434a-b377-8530a0202256","urn:uuid:1e546025-4a2b-440d-9d44-0d7c2ed3067f","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:f3c5e473-da0a-48fe-b34f-ccbf667aa24d","urn:uuid:1e546025-4a2b-440d-9d44-0d7c2ed3067f","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:91af5aec-dfc6-4fb0-bac5-8521d930fd67","urn:uuid:1e7650a1-5299-40ff-96a8-43dc82af2ecc","Esox lucius Linnaeus, 1758"
"urn:uuid:573e9fe2-f5e3-4dd7-aa28-8a40fdf19657","urn:uuid:1e7650a1-5299-40ff-96a8-43dc82af2ecc","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:567d8124-392d-4616-951f-e06a2cd75bd0","urn:uuid:1e7650a1-5299-40ff-96a8-43dc82af2ecc","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:4e223df3-4eef-4994-aa28-b6045afbd006","urn:uuid:1e7650a1-5299-40ff-96a8-43dc82af2ecc","Lota lota (Linnaeus, 1758)"
"urn:uuid:dcada3a5-23c6-4071-bdb5-24d46f8fcce5","urn:uuid:1e7650a1-5299-40ff-96a8-43dc82af2ecc","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:aff9a94f-94ff-48c5-a0b2-ee9d2f33ef61","urn:uuid:1e7650a1-5299-40ff-96a8-43dc82af2ecc","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:6e12dbea-302a-40bc-a2a8-6616486f9d54","urn:uuid:1e7650a1-5299-40ff-96a8-43dc82af2ecc","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:09d719b3-bdfa-4fbf-8178-2e1ac1887ebf","urn:uuid:1e816b9b-68de-4661-9515-82cfef8ecd00","Esox lucius Linnaeus, 1758"
"urn:uuid:0a1f8fff-939e-4359-8d1a-e154ff8941a6","urn:uuid:1e816b9b-68de-4661-9515-82cfef8ecd00","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:1323e60a-e0ab-466a-bc95-003331eb60b2","urn:uuid:1e816b9b-68de-4661-9515-82cfef8ecd00","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:a62fbb8d-3c81-4933-a297-3ac73fc2080f","urn:uuid:1e816b9b-68de-4661-9515-82cfef8ecd00","Lota lota (Linnaeus, 1758)"
"urn:uuid:bb215eaf-83fc-4a4e-aaa0-83f102c78639","urn:uuid:1e816b9b-68de-4661-9515-82cfef8ecd00","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:4dfc6a96-b202-4a75-b54a-f3fa5313aa5a","urn:uuid:1e816b9b-68de-4661-9515-82cfef8ecd00","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:b49202bb-bb0a-4004-a522-76dc0a3f4212","urn:uuid:1e816b9b-68de-4661-9515-82cfef8ecd00","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:cc771ad2-3088-4ea8-bd0a-3d42ef201f25","urn:uuid:1e87b1be-64d0-4fdb-80a6-d4968b13fe5a","Esox lucius Linnaeus, 1758"
"urn:uuid:3c4aa6cd-51d8-4a6b-9317-a92b80cfd270","urn:uuid:1e87b1be-64d0-4fdb-80a6-d4968b13fe5a","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:bb27c274-4417-4f42-bfcd-e72b426e308b","urn:uuid:1e87b1be-64d0-4fdb-80a6-d4968b13fe5a","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:3ffc2363-9446-40f8-826a-04c902dd6931","urn:uuid:1e87b1be-64d0-4fdb-80a6-d4968b13fe5a","Lota lota (Linnaeus, 1758)"
"urn:uuid:e81968c1-3b9f-47be-a21c-91488708220f","urn:uuid:1e87b1be-64d0-4fdb-80a6-d4968b13fe5a","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:c91df198-dd89-499b-8df2-041894bf365b","urn:uuid:1e87b1be-64d0-4fdb-80a6-d4968b13fe5a","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:5de6a9a9-c74f-42da-b725-7d3de3f7e53d","urn:uuid:1e87b1be-64d0-4fdb-80a6-d4968b13fe5a","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:d758a98c-b5b1-4da9-9615-53281dc2e43d","urn:uuid:1ea639f7-5776-4420-b18b-0b1621eca37d","Esox lucius Linnaeus, 1758"
"urn:uuid:cc9b311c-a51d-47af-af14-f6ee7960c308","urn:uuid:1ea639f7-5776-4420-b18b-0b1621eca37d","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:641699a1-97d0-4392-98bd-cac5f597190a","urn:uuid:1ea639f7-5776-4420-b18b-0b1621eca37d","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:2f45d998-ae26-4380-802e-c1aa243371f0","urn:uuid:1ea639f7-5776-4420-b18b-0b1621eca37d","Lota lota (Linnaeus, 1758)"
"urn:uuid:4344bcfa-e7f8-493c-b48a-6da4b2ba9827","urn:uuid:1ea639f7-5776-4420-b18b-0b1621eca37d","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:9fa04bd7-2644-40f9-827d-a8a0d1565d48","urn:uuid:1ea639f7-5776-4420-b18b-0b1621eca37d","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:74ec5526-56c6-44ec-b08b-d5fd9251d096","urn:uuid:1ea639f7-5776-4420-b18b-0b1621eca37d","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:fda0ebce-91b5-4294-ae67-9a87a640ee35","urn:uuid:1f15c97b-0e58-4f39-8731-995f5c71e6b6","Esox lucius Linnaeus, 1758"
"urn:uuid:0f5d2f78-5da4-44c7-a649-7d79191b2bce","urn:uuid:1f15c97b-0e58-4f39-8731-995f5c71e6b6","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:535f6d21-3855-4989-a002-0b322a9448e1","urn:uuid:1f15c97b-0e58-4f39-8731-995f5c71e6b6","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:ca509148-4a3e-4d41-8a2d-398a3509d016","urn:uuid:1f15c97b-0e58-4f39-8731-995f5c71e6b6","Lota lota (Linnaeus, 1758)"
"urn:uuid:7275f68a-7e48-4f7d-8a04-90ea85472b29","urn:uuid:1f15c97b-0e58-4f39-8731-995f5c71e6b6","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:c8aca06d-12ee-4a1c-a1b3-cfee72bf8a39","urn:uuid:1f15c97b-0e58-4f39-8731-995f5c71e6b6","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:f38d1428-1411-4ad4-9558-f236fa870c09","urn:uuid:1f15c97b-0e58-4f39-8731-995f5c71e6b6","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:d2c4b9f6-4e61-4a95-87fd-d345cc9e229a","urn:uuid:1fd27e47-9fc0-45fe-b22c-0516defab927","Esox lucius Linnaeus, 1758"
"urn:uuid:f819ca24-1118-4208-904b-ab806b41fefc","urn:uuid:1fd27e47-9fc0-45fe-b22c-0516defab927","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:208c3a0b-44ab-46e3-a254-99685c6b24bc","urn:uuid:1fd27e47-9fc0-45fe-b22c-0516defab927","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:8f1e140c-ef14-4b55-a9d7-62301840d314","urn:uuid:1fd27e47-9fc0-45fe-b22c-0516defab927","Lota lota (Linnaeus, 1758)"
"urn:uuid:83ffa9c4-5d18-4a75-aeb3-b49e99254c07","urn:uuid:1fd27e47-9fc0-45fe-b22c-0516defab927","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:85b13e0a-f3e9-4ba7-95b5-212ac53d1714","urn:uuid:1fd27e47-9fc0-45fe-b22c-0516defab927","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:ccb69ad9-ec9e-48df-ab63-00f0300a444e","urn:uuid:1fd27e47-9fc0-45fe-b22c-0516defab927","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:7693fc99-06be-4d20-83a8-2a61d93422c3","urn:uuid:202ee5cf-e3b6-4392-9ff8-6029f1440819","Esox lucius Linnaeus, 1758"
"urn:uuid:6c4d23b9-844f-4374-a935-7654fdf255b5","urn:uuid:202ee5cf-e3b6-4392-9ff8-6029f1440819","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:b4bbdc14-f642-422b-9dd8-f7ce109b81fd","urn:uuid:202ee5cf-e3b6-4392-9ff8-6029f1440819","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:d2df9cc5-63a1-40c0-b771-ebd3cbaa360d","urn:uuid:202ee5cf-e3b6-4392-9ff8-6029f1440819","Lota lota (Linnaeus, 1758)"
"urn:uuid:dff26968-fb6a-49f9-828f-7ced68d83bee","urn:uuid:202ee5cf-e3b6-4392-9ff8-6029f1440819","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:6b84617e-2cf3-4e33-92d4-a0787b526333","urn:uuid:202ee5cf-e3b6-4392-9ff8-6029f1440819","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:e4115abd-cf88-4950-b269-095b58f36955","urn:uuid:202ee5cf-e3b6-4392-9ff8-6029f1440819","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:5b33cc22-37e3-43f1-a55f-57d521755031","urn:uuid:2030bcbe-95cf-416f-98df-f664d854b6ef","Esox lucius Linnaeus, 1758"
"urn:uuid:510c680b-fe25-4fb7-b8e4-c824a7b32d53","urn:uuid:2030bcbe-95cf-416f-98df-f664d854b6ef","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:245c2caa-2259-4db1-bf8d-a817196b3700","urn:uuid:2030bcbe-95cf-416f-98df-f664d854b6ef","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:dbf81783-e30f-4a54-98be-bada9c78797e","urn:uuid:2030bcbe-95cf-416f-98df-f664d854b6ef","Lota lota (Linnaeus, 1758)"
"urn:uuid:7f84ad80-d725-42f4-8c4d-44a8595f0c04","urn:uuid:2030bcbe-95cf-416f-98df-f664d854b6ef","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:880d9b2d-6936-4598-9526-ffae844125f5","urn:uuid:2030bcbe-95cf-416f-98df-f664d854b6ef","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:77eab779-80bc-4831-9901-ef01eaf206b4","urn:uuid:2030bcbe-95cf-416f-98df-f664d854b6ef","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:fa046023-1567-4f5d-841d-c75e1e3bddc8","urn:uuid:2048a7b9-1715-4cdf-9938-9eef0e74ade3","Esox lucius Linnaeus, 1758"
"urn:uuid:5498e79e-d293-4511-963d-f9e8c8a14a2d","urn:uuid:2048a7b9-1715-4cdf-9938-9eef0e74ade3","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:02eeed4f-3efe-4b51-8538-94fc24fe1590","urn:uuid:2048a7b9-1715-4cdf-9938-9eef0e74ade3","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:4f12b286-11cb-42fc-92f3-50d3bab4878c","urn:uuid:2048a7b9-1715-4cdf-9938-9eef0e74ade3","Lota lota (Linnaeus, 1758)"
"urn:uuid:188a15c0-5c2f-4ddd-95f7-da66c5cba3cc","urn:uuid:2048a7b9-1715-4cdf-9938-9eef0e74ade3","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:b1972047-7f55-46e9-a48a-9597ffab01c8","urn:uuid:2048a7b9-1715-4cdf-9938-9eef0e74ade3","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:40dc6bcb-992d-4c19-ad8c-e8384bd1f94e","urn:uuid:2048a7b9-1715-4cdf-9938-9eef0e74ade3","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:4e150a0c-8996-4086-a1c3-5be0962dd15f","urn:uuid:206294e2-e8c5-4ad9-9d01-efffeeb2e6f3","Esox lucius Linnaeus, 1758"
"urn:uuid:481021b9-cb0f-4a55-a8d5-25cb1016ee93","urn:uuid:206294e2-e8c5-4ad9-9d01-efffeeb2e6f3","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:ae4a2694-d842-444e-91ed-9998e57eb44c","urn:uuid:206294e2-e8c5-4ad9-9d01-efffeeb2e6f3","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:463eac39-ba66-41fc-bdf4-472a6c1edd49","urn:uuid:206294e2-e8c5-4ad9-9d01-efffeeb2e6f3","Lota lota (Linnaeus, 1758)"
"urn:uuid:0285d876-9e5a-4cc9-b652-ed295470451d","urn:uuid:206294e2-e8c5-4ad9-9d01-efffeeb2e6f3","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:ae833796-4bd0-4086-a624-fda40fadc7b4","urn:uuid:206294e2-e8c5-4ad9-9d01-efffeeb2e6f3","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:cd4f7d14-f486-4a07-8d55-7f5dc914e8fe","urn:uuid:206294e2-e8c5-4ad9-9d01-efffeeb2e6f3","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:4913181f-9dbb-4bed-abfb-6b5c0c027c02","urn:uuid:206d18c3-f96d-4a74-ad51-b65d1d75cd65","Esox lucius Linnaeus, 1758"
"urn:uuid:7f12e112-760f-4947-ae3c-445dfa8531e7","urn:uuid:206d18c3-f96d-4a74-ad51-b65d1d75cd65","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:54bae066-7ea4-4d78-9b00-2fd4101aa93c","urn:uuid:206d18c3-f96d-4a74-ad51-b65d1d75cd65","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:38ad86e9-69e7-45b5-a772-83690a028c74","urn:uuid:206d18c3-f96d-4a74-ad51-b65d1d75cd65","Lota lota (Linnaeus, 1758)"
"urn:uuid:fc6fd3a2-a6c8-4f59-baf5-72101cdea5c2","urn:uuid:206d18c3-f96d-4a74-ad51-b65d1d75cd65","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:ea87b4fe-fafb-4ce5-832e-75fd57254a51","urn:uuid:206d18c3-f96d-4a74-ad51-b65d1d75cd65","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:1d0deb70-e97f-4819-8ec4-a4be8815320f","urn:uuid:206d18c3-f96d-4a74-ad51-b65d1d75cd65","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:743909ac-7c12-47fe-87a9-a4560858ecb3","urn:uuid:21117a5d-e6a5-4cc5-83ce-4673b026aba4","Esox lucius Linnaeus, 1758"
"urn:uuid:cbf992a5-c5d3-456b-9c2b-28e5aaad9782","urn:uuid:21117a5d-e6a5-4cc5-83ce-4673b026aba4","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:e6dc704f-1ac1-4a41-8897-8b74f729ff0b","urn:uuid:21117a5d-e6a5-4cc5-83ce-4673b026aba4","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:527c9adb-bca5-4d02-9add-19662f7db21b","urn:uuid:21117a5d-e6a5-4cc5-83ce-4673b026aba4","Lota lota (Linnaeus, 1758)"
"urn:uuid:4de00a94-b219-438f-b760-f2f89dbc801a","urn:uuid:21117a5d-e6a5-4cc5-83ce-4673b026aba4","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:5ff19949-8458-459e-aaac-a687ea15a501","urn:uuid:21117a5d-e6a5-4cc5-83ce-4673b026aba4","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:7c74ea21-5272-4324-aad2-76523a985fdc","urn:uuid:21117a5d-e6a5-4cc5-83ce-4673b026aba4","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:0e34a429-055d-40d3-a831-c48380b9e054","urn:uuid:218c9e17-2e8a-4aad-b1eb-93dfde9ac469","Esox lucius Linnaeus, 1758"
"urn:uuid:9c5ec412-6241-47a5-87cc-2d82a7fb8a7b","urn:uuid:218c9e17-2e8a-4aad-b1eb-93dfde9ac469","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:942e43bd-7ab8-446b-8d3f-7a400727551e","urn:uuid:218c9e17-2e8a-4aad-b1eb-93dfde9ac469","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:e2b77bf9-c7e1-4a12-9dfe-8b4ee4109404","urn:uuid:218c9e17-2e8a-4aad-b1eb-93dfde9ac469","Lota lota (Linnaeus, 1758)"
"urn:uuid:8a3f5c31-8b50-4086-8c8b-d142a11c97f1","urn:uuid:218c9e17-2e8a-4aad-b1eb-93dfde9ac469","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:9b1fab62-b4f0-40e3-8cc4-f47294977663","urn:uuid:218c9e17-2e8a-4aad-b1eb-93dfde9ac469","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:9e300ffb-7a29-4689-804a-c92080aaf899","urn:uuid:218c9e17-2e8a-4aad-b1eb-93dfde9ac469","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:ed4c106d-4504-4075-b310-66caa9d59054","urn:uuid:21c02de5-ee0c-4703-ab00-d523529e18f1","Esox lucius Linnaeus, 1758"
"urn:uuid:f4dc9026-aeab-4d34-b2bd-125e3b03bf15","urn:uuid:21c02de5-ee0c-4703-ab00-d523529e18f1","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:be2a807a-f40c-4ff9-a1c7-9c204500b3ce","urn:uuid:21c02de5-ee0c-4703-ab00-d523529e18f1","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:263b4a3d-4b44-468f-b6eb-188b84678e18","urn:uuid:21c02de5-ee0c-4703-ab00-d523529e18f1","Lota lota (Linnaeus, 1758)"
"urn:uuid:d5779d35-5f14-42d1-8d59-7d6ebfd8038b","urn:uuid:21c02de5-ee0c-4703-ab00-d523529e18f1","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:8809d557-97ed-4769-808f-3d1c9decfd00","urn:uuid:21c02de5-ee0c-4703-ab00-d523529e18f1","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:46250fac-e5d1-4754-a91b-c516e83b33b5","urn:uuid:21c02de5-ee0c-4703-ab00-d523529e18f1","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:1bd638e2-6bad-4dc7-ba7b-ded45afdfd94","urn:uuid:21c937b9-9189-491e-bf01-45afc03799fe","Esox lucius Linnaeus, 1758"
"urn:uuid:c162d7b5-cd3b-439f-85c2-2b880ac5d94e","urn:uuid:21c937b9-9189-491e-bf01-45afc03799fe","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:116190a6-40be-4647-9d6c-d6b0eeca5413","urn:uuid:21c937b9-9189-491e-bf01-45afc03799fe","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:aacab0b3-624a-4994-922a-1b07733c8f78","urn:uuid:21c937b9-9189-491e-bf01-45afc03799fe","Lota lota (Linnaeus, 1758)"
"urn:uuid:f6135469-64ee-4301-89a2-bd288247eb5f","urn:uuid:21c937b9-9189-491e-bf01-45afc03799fe","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:bb94ac3b-cc25-4d52-bbab-6721db67b3f5","urn:uuid:21c937b9-9189-491e-bf01-45afc03799fe","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:a3dd2afc-fb38-4eeb-b7d3-d0066691497e","urn:uuid:21c937b9-9189-491e-bf01-45afc03799fe","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:a5e8bbc0-7246-48ab-97bb-1fd57474796a","urn:uuid:22602c77-e19e-45f4-b8e2-d65bec07fb48","Esox lucius Linnaeus, 1758"
"urn:uuid:7f3849a5-e9dd-4a31-ba99-79f7df8297bd","urn:uuid:22602c77-e19e-45f4-b8e2-d65bec07fb48","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:f0353e61-f88e-41d0-98a2-e5976b5921cb","urn:uuid:22602c77-e19e-45f4-b8e2-d65bec07fb48","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:cd626bbb-f5f8-4895-9ffa-f2a7b3651acc","urn:uuid:22602c77-e19e-45f4-b8e2-d65bec07fb48","Lota lota (Linnaeus, 1758)"
"urn:uuid:dc1b78f6-4d0a-4b68-a39e-f35edfa97222","urn:uuid:22602c77-e19e-45f4-b8e2-d65bec07fb48","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:8125c522-52c4-48f8-84a6-03c0b71b1709","urn:uuid:22602c77-e19e-45f4-b8e2-d65bec07fb48","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:43ddf991-0eba-4178-858c-112776e7c5bd","urn:uuid:22602c77-e19e-45f4-b8e2-d65bec07fb48","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:dba75a45-41bb-4dec-9a6f-4397931918b4","urn:uuid:22bf3f25-608a-4647-9e63-7320ad5bd24a","Esox lucius Linnaeus, 1758"
"urn:uuid:38f2f7b9-ed52-4eca-98dd-a15dc3338b98","urn:uuid:22bf3f25-608a-4647-9e63-7320ad5bd24a","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:aa6714e5-1d02-4dcf-b8b0-95545160a30b","urn:uuid:22bf3f25-608a-4647-9e63-7320ad5bd24a","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:230ccc9a-ad97-435a-86cb-b3d234a523f7","urn:uuid:22bf3f25-608a-4647-9e63-7320ad5bd24a","Lota lota (Linnaeus, 1758)"
"urn:uuid:0719e4f5-ce4d-4a07-a39b-3f5916122424","urn:uuid:22bf3f25-608a-4647-9e63-7320ad5bd24a","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:63d6d432-a5e0-4590-8ef8-e1ee6cfa6a86","urn:uuid:22bf3f25-608a-4647-9e63-7320ad5bd24a","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:e1cfece8-6bea-4dc6-a67c-2c05b06724c1","urn:uuid:22bf3f25-608a-4647-9e63-7320ad5bd24a","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:ceaab41b-1b8e-47d4-b04c-aae6e1317179","urn:uuid:22c74d6f-8de7-468c-b244-30c8b9e9bd9a","Esox lucius Linnaeus, 1758"
"urn:uuid:c214f901-991d-49f9-9167-35d001072186","urn:uuid:22c74d6f-8de7-468c-b244-30c8b9e9bd9a","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:9dcc58ae-3f7e-4312-a475-cb3dab461f12","urn:uuid:22c74d6f-8de7-468c-b244-30c8b9e9bd9a","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:182ca328-267a-457b-a90b-50a60f411374","urn:uuid:22c74d6f-8de7-468c-b244-30c8b9e9bd9a","Lota lota (Linnaeus, 1758)"
"urn:uuid:e2b6f622-2df4-4dfd-b1b1-2dad4cc9a27d","urn:uuid:22c74d6f-8de7-468c-b244-30c8b9e9bd9a","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:108bcc80-b7ac-4d83-b0c3-61e89d1a2482","urn:uuid:22c74d6f-8de7-468c-b244-30c8b9e9bd9a","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:a180fb67-ac15-4c2f-844a-06bc10678a73","urn:uuid:22c74d6f-8de7-468c-b244-30c8b9e9bd9a","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:68b4db44-e230-4db4-9d05-eaa1f08dbd23","urn:uuid:22e564c3-c604-47b2-927c-8c65308b6e4c","Esox lucius Linnaeus, 1758"
"urn:uuid:6b55fed1-10ba-404c-ba2f-f336571439be","urn:uuid:22e564c3-c604-47b2-927c-8c65308b6e4c","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:2fb26104-49d1-4fcc-ab98-2a292ebf62c1","urn:uuid:22e564c3-c604-47b2-927c-8c65308b6e4c","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:d0f69b8b-26b8-42bb-818e-9a795e107b14","urn:uuid:22e564c3-c604-47b2-927c-8c65308b6e4c","Lota lota (Linnaeus, 1758)"
"urn:uuid:e822301a-d1a2-4c0d-8c4a-33ce747b1b8e","urn:uuid:22e564c3-c604-47b2-927c-8c65308b6e4c","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:63c0eca8-6b20-4a09-91b9-30d9ca3050a9","urn:uuid:22e564c3-c604-47b2-927c-8c65308b6e4c","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:a1e47548-c3f1-45cc-8fbc-1936b3084179","urn:uuid:22e564c3-c604-47b2-927c-8c65308b6e4c","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:7417c66f-00f0-43aa-8b88-f91fa04c55bf","urn:uuid:235671c2-246c-4cad-b18c-3b9e8c814875","Esox lucius Linnaeus, 1758"
"urn:uuid:7b10a5dc-473f-4c4c-905d-2f7550de486d","urn:uuid:235671c2-246c-4cad-b18c-3b9e8c814875","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:e2c99f78-57be-4a22-9a87-ad7848bbaa6f","urn:uuid:235671c2-246c-4cad-b18c-3b9e8c814875","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:228554c1-8f0e-4101-b725-43c9bf7c1815","urn:uuid:235671c2-246c-4cad-b18c-3b9e8c814875","Lota lota (Linnaeus, 1758)"
"urn:uuid:b8450064-9f29-433b-8eb2-e7ca93b7c2fd","urn:uuid:235671c2-246c-4cad-b18c-3b9e8c814875","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:8108b0ae-c5fa-4249-82af-d347f0c2baa7","urn:uuid:235671c2-246c-4cad-b18c-3b9e8c814875","Coregonus lavaretus (Linnaeus, 1758)"
"urn:uuid:26834cac-6a1d-4f9f-b239-e89bbcc04938","urn:uuid:235671c2-246c-4cad-b18c-3b9e8c814875","Salvelinus alpinus (Linnaeus, 1758)"
"urn:uuid:52792a66-60ce-4836-a23e-af433d7deba9","urn:uuid:23ae40df-200b-4614-9e7e-28ee775d7a49","Esox lucius Linnaeus, 1758"
"urn:uuid:50439a76-8e30-414f-9064-48207947060f","urn:uuid:23ae40df-200b-4614-9e7e-28ee775d7a49","Thymallus thymallus (Linnaeus, 1758)"
"urn:uuid:6faeb336-4783-4ebb-b64d-38e519fd7b1e","urn:uuid:23ae40df-200b-4614-9e7e-28ee775d7a49","Gasterosteus aculeatus Linnaeus, 1758"
"urn:uuid:4305597d-e337-462f-8d1f-01dc90f81795","urn:uuid:23ae40df-200b-4614-9e7e-28ee775d7a49","Lota lota (Linnaeus, 1758)"
"urn:uuid:7fb42987-4984-4ccb-b080-81770056b26b","urn:uuid:23ae40df-200b-4614-9e7e-28ee775d7a49","Perca fluviatilis Linnaeus, 1758"
"urn:uuid:f554cdde-3a99-4e65-9cfd-9356a7a08b03","urn:uuid:23ae40df-200b-4614-9e7e-28ee775d7a49","Coregonus lavaretus (Linnaeus, 1758)"
