"updated","finished","user","date","id","save","annotationRemarks","verbatimLocality","decimalLongitude","locationRemarks","scinames","currentPage","marked.pages","coordinateUncertaintyInMeters","decimalLatitude","introduced","fieldNumber","taxonRemarks","scientificName","kingdom","phylum","order","family","genus","taxonID"
"2019-01-23 12:04:34.713679",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2019-01-23 12:04:34.713679","ea1a325b-d44c-4cda-95f9-76ac7f55f032","Fullfør","","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:33642","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2019-01-18 14:42:17.121434",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2019-01-18 14:42:17.121434","0fc34d6c-00ba-4a6f-94a9-f1cf86e6564c","Fullfør","","Haartjernet",NA,"","Thymallus thymallus",67,"67",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:34780","Named 'Thymallus thymallus' in source","Thymallus thymallus (Linnaeus, 1758)","Animalia","Chordata","Salmoniformes","Salmonidae","Thymallus","42678"
"2019-01-18 14:25:25.447453",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2019-01-18 14:25:25.447453","a355aa7c-8d92-46d0-b1d6-2e2c8f6c34a6","Fullfør","","Nordre Bolsjø",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3653","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2019-01-11 13:07:49.940653",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2019-01-11 13:07:49.940653","1d300184-9c61-454c-be5e-ef1abb32aea4","Fullfør","","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3659","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2019-01-03 15:32:32.500003",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2019-01-03 15:32:32.500003","5977d28f-84a6-43b8-8e79-c01150902187","Fullfør","","Nordre Bolsjø",NA,"","Esox lucius",63,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3653","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2019-01-03 15:30:38.289586",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2019-01-03 15:27:48.850436","b4554fd7-8d50-4314-9223-3443407160c0","Fullfør","","søndre bolsjø",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3659","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2019-01-03 15:29:12.259794",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2019-01-03 15:29:12.259794","fcf037fd-470c-4ff9-a4a0-b37a6765dcfa","Fullfør","","Søndre Bolsjø",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3659","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2019-01-03 15:26:44.134649",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2019-01-03 15:26:44.134649","b7b005e1-9866-4964-a8fc-8b1f7fa43e25","Fullfør","","søndre bolsjø",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3659","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-12-14 10:49:10.457887",1,"anonymous","2018-12-14 10:49:10.457887","7b3cdbed-c483-42f3-9d76-237dfdd127ee","Fullfør","","",NA,"","",NA,"",NA,NA,NA,"NTNU-VM_HK_2019_","Named '' in source",NA,NA,NA,NA,NA,NA,NA
"2018-11-29 15:39:43.543539",1,"17e05fda2a4ad023523e7949fbf8a4392447f4ec637e158b299d647111f1f3bd9aaf7ca593b3cdf92909f66526a1265891af2258c9c1b52585ae025ceb38942b","2018-09-12 10:06:11.351807","108cb80a-ce87-401e-9df7-248cceb22f6a","Fullfør","","test",NA,"test","Gasterosteus aculeatus",44,"44",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:153251","Named 'Gasterosteus aculeatus' in source","Gasterosteus aculeatus Linnaeus, 1758","Animalia","Chordata","Gasterosteiformes","Gasterosteidae","Gasterosteus","42850"
"2018-10-31 10:41:58.144013",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-10-31 10:41:58.144013","c338565c-74fa-499e-a8c6-5d991bd3f45f","Fullfør","","øieren",NA,"","Esox lucius",59,"59",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:113","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 12:51:02.184568",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 12:51:02.184568","7c07ea1b-fdc4-4111-b0e8-db119fb452de","Fullfør","","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:159","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 12:50:19.411396",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 12:50:19.411396","57d1e82e-3f2f-4bde-ba56-c068db6d5d64","Fullfør","VerbatimLocality: Dypen- Dipen","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3701","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 12:47:44.832930",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 12:47:44.832930","99e06454-9276-41d6-ac74-2012dc0e37e7","Fullfør","VerbatimLocality: Vaalmangen- Vålmangen
Introdusert i 1884","",NA,"","Esox lucius",62,"62",NA,NA,"on","NTNU-VM_HK_2019_NVE:vatnLnr:237","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 12:46:11.385806",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 12:46:11.385806","e38ee70d-e793-415a-aaaf-46cc42babcb1","Fullfør","Introdusert ca. 1800","",NA,"","Esox lucius",62,"62",NA,NA,"on","NTNU-VM_HK_2019_NVE:vatnLnr:160","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 12:44:45.515958",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 12:44:45.515958","edb86c78-84cb-4d70-86ad-4c1fe7fbf97c","Fullfør","","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3658","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 12:36:17.358594",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 12:36:17.358594","0b747bf5-e9d3-4878-8f8a-ab0b21b315f8","Fullfør","","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3770","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 12:35:49.568159",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 12:35:49.568159","13acf68f-556c-47f0-b969-95dab666d573","Fullfør","VerbatimLocality: Søndre Fløisjø- Søndre Fløgen","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3687","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 12:34:56.038752",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 12:34:56.038752","ee82fbce-5466-4695-a268-2d547df07873","Fullfør","VerbatimLocality: Nordre Fløisjø- Nordre Fløgen","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3674","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 12:32:59.365329",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 12:32:59.365329","38a2618c-285e-4d17-b150-193082f86ffe","Fullfør","VerbatimLocality: Søraassjøen- Sørsåssjøen","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3716","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 12:06:14.966588",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 12:06:14.966588","11c8f3e6-5879-490c-bf37-ae5a6ac40c64","Fullfør","","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3749","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:52:54.024470",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:52:54.024470","5fc4d1e0-10d0-45b5-8075-c8e9d2c633f6","Fullfør","","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3670","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:43:13.010307",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:43:13.010307","c7b02aed-2835-4183-b4e4-d95e92ca85e5","Fullfør","","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:158","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:42:53.213173",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:42:53.213173","85ec21a1-88bc-4f86-af90-1820d7873b52","Fullfør","VerbatimLocality: Navnsjøen- Namnsjøen","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:157","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:41:36.405567",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:41:36.405567","ee187950-f680-4f5a-a4d1-69579dd2758c","Fullfør","VerbatimLocality: 3 Røgdensjøer- Røgden","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:348","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:41:05.637724",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:41:05.637724","5d228f87-1d2d-4485-8472-8457a7f13bf1","Fullfør","VerbatimLocality: 3 Røgdensjøer- Mellom- Røgden","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:349","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:40:33.635394",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:40:33.635394","d4bfe9a2-540b-4a4a-a34a-7de8fe3b9b2b","Fullfør","VerbatimLocality: 3 Røgdensjøer- Nordre Røgden","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:350","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:38:54.760451",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:38:54.760451","7965ef93-dd9a-4023-8930-973a143bcbbc","Fullfør","VerbatimLocality: Skassensjøen- Skasen","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:124","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:36:11.971774",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:36:11.971774","43750173-42b0-4ca7-8c26-b949a0dc125d","Fullfør","VerbatimLocality: Kirkesjøen- Kjerkesjøen
Mulig introdusert","",NA,"","Esox lucius",62,"62",NA,NA,"on","NTNU-VM_HK_2019_NVE:vatnLnr:4013","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:14:51.188654",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:14:51.188654","325b86e3-6400-4e98-ab88-bd04dd2bb4e9","Fullfør","","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:123","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:14:24.868217",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:14:24.868217","413877c2-5ded-4275-b6eb-fc100f41595d","Fullfør","","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:4048","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:13:55.382450",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:13:55.382450","3391e3c0-1bcb-48c4-a214-129599ef4fa6","Fullfør","VerbatimLocality: Tureen- Tullreien","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:4076","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:13:15.801267",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:13:15.801267","8a01342e-96b1-4e23-addc-36ce2e5f92ae","Fullfør","","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:131","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:11:04.862981",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:11:04.862981","2d1b4ee9-73c6-4988-b530-c1edbe7066d3","Fullfør","","",NA,"To Lysen, denne mest troverdig","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:4159","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:08:46.306520",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:08:46.306520","b6f7a2b7-2915-4c3d-8476-c38dc368fa74","Fullfør","","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:364","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:07:58.219800",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:07:58.219800","980ea8d0-c723-4e41-ab8a-91f128d778d8","Fullfør","VerbatimLocality: Fuskersjøen- Føskersjøen","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:4211","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-09-17 11:02:52.267832",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-09-17 11:02:52.267832","f2d32e65-97ea-4bd4-9602-945f5e8dba27","Fullfør","VerbatimLocality: Prestefaardstjernet- Prestefardstjennet","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:4109","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-08-31 13:11:58.966659",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-08-31 13:11:58.966659","6a4c6bfe-c24c-4bb0-b09f-a5cd9428b356","Fullfør","VerbatimLocality: Nuguren- Nugguren","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:122","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-08-28 11:52:27.775151",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-08-28 11:52:27.775151","66da9f05-08db-49d7-ab62-ec7d72f03792","Fullfør","VerbatimLocality: Møkern- Møkeren","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:359","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-08-28 11:51:47.117721",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-08-28 11:51:47.117721","1580d655-c12d-4661-9bde-51476e1e6a5e","Fullfør","VerbatimLocality: Finserudtjernet- Finnsrudtjennet","",NA,"","Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:3043","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-08-24 11:28:26.932073",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-08-24 11:28:26.932073","7c0be33e-dead-4024-bf4c-4c2b79e98dbb","Fullfør","","",NA,"","Esox lucius",62,"56, 62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:4334","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-08-13 07:38:53.881534",1,"52cd773ebeec618d4f86df6f1e81200e6d561f8d54f64d63a1e539548ce9d1ac622d21ab2d129bb2fdc8c7bef57bc40348646f225f3ce2cc76b1a947bc3a5056","2018-08-13 07:38:53.881534","60b9dc81-2781-48a7-b1ab-af3dd6eb959c","Fullfør","æøå","æøå",NA,"æøå","",NA,"",NA,NA,NA,"NTNU-VM_HK_2019_æøå","Named 'æøå' in source",NA,NA,NA,NA,NA,NA,NA
"2018-08-11 14:31:25.290060",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-08-11 14:31:25.290060","1cca2dbe-d418-4137-8427-6efed3010e70","Fullfør","",NA,NA,NA,"Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:367","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-08-10 16:54:37.265945",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-08-10 16:54:37.265945","ed8e13c2-a4bc-419d-8cbe-468044fa91bf","Fullfør","VerbatimLocality: Søndre Hersjø- Søndre Hærsjøen",NA,NA,NA,"Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:370","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-08-10 16:54:06.130970",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-08-10 16:54:06.130970","8c63b074-855a-4238-a1c9-8a836cdeed34","Fullfør","VerbatimLocality: Nordre Hersjø- Nordre Hærsjøen",NA,NA,NA,"Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:371","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-08-10 16:52:01.798420",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-08-10 16:52:01.798420","73667fea-a734-4a6a-b30a-91259f14aaa8","Fullfør","",NA,NA,NA,"Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:360","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-08-10 16:51:26.863489",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-08-10 16:51:26.863489","10f6a50c-5252-4faf-8fb2-e3c0fa6a2da3","Fullfør","VerbatimLocality: Bereisjøen- Bæreia",NA,NA,NA,"Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:4203","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
"2018-08-10 16:49:41.896762",1,"be7dea49ef561f6327cc28f9872fc077a8b0ac2244cf919c51cf822a839656b1fc319fd7204f9969f277fbe751ccff28e4a79d90d20fbd0c9cec5fceb1e9fc33","2018-08-10 16:49:41.896762","638571fe-8f4b-4451-b8f5-86f25b3a0c3d","Fullfør","VerbatimLocality: Digernessjøen- Øvre Digernessjøen",NA,NA,NA,"Esox lucius",62,"62",NA,NA,NA,"NTNU-VM_HK_2019_NVE:vatnLnr:4058","Named 'Esox lucius' in source","Esox lucius Linnaeus, 1758","Animalia","Chordata","Esociformes","Esocidae","Esox","42681"
